Hotel Name,City,Country,Rating,Price,Amenities,Review-1,Review-2,,,,,
Travelodge by Wyndham Kamloops Mountview,Kamloops,Canada,3.5,4980,Airport Transfer (on Demand)Business ServicesConference RoomFree InternetIndoor EntertainmentLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Best Western Plus Kamloops Hotel,Kamloops,Canada,,9921,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Star Lodge,Kamloops,Canada,2.5,4779,Air ConditioningBusiness ServicesFree InternetFront deskLaundry ServiceOutdoor ActivitiesPets allowedRestaurant/Coffee Shop, , ,,,,,
Knights Inn Kamloops,Kamloops,Canada,2.5,4319,Air ConditioningAirport Transfer (on Demand)Business ServicesConference RoomFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
Panorama City Centre Inn,Kamloops,Canada,3.5,3542,Air ConditioningBanquet hallConference RoomFree InternetOutdoor ActivitiesRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
Accent Inn Kamloops,Kamloops,Canada,4.5,5478,Business ServicesConference RoomFree InternetHealth-SpaLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom Service, , ,,,,,
Ramada by Wyndham Kamloops,Kamloops,Canada,3.5,4638,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry ServiceOutdoor Activities, , ,,,,,
Hospitality Inn,Kamloops,Canada,3,2394,Air ConditioningFree InternetLaundry ServiceOutdoor ActivitiesRestaurant/Coffee ShopRoom ServiceSwimming Pool, , ,,,,,
Comfort Inn & Suites Kamloops,Kamloops,Canada,4,4814,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry ServiceOutdoor Activities, , ,,,,,
Days Inn by Wyndham Kamloops BC,Kamloops,Canada,3.5,4636,Air ConditioningBanquet hallBusiness ServicesConference RoomHealth-SpaRestaurant/Coffee ShopRoom Service, , ,,,,,
Quality Inn Kamloops,Kamloops,Canada,,4814,Air ConditioningBanquet hallBusiness ServicesConference RoomFree InternetHealth-SpaOutdoor ActivitiesRestaurant/Coffee Shop, , ,,,,,
BEST HOMESTAY,CENTRALLY LOCATED,CHANDIGARH,INDIA,Chandigarh,India,3.3,983,Air ConditioningCCTV surveillanceFree InternetIndoor EntertainmentLaundry ServicePower backupRoom ServiceSpa,The property location was convenient. There was no staffs here only owner was there to look everything. The property has an odd check-in time and they charge extra for pillow cover and linen and the bed is too smelly.,Staff behavior,,
The Lalit, Chandigarh,Chandigarh,India,4.5,6100,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment,Amazing experience.,Its a nice hotel. Rooms are spacious and clean. Got a room with the forest view. A bit secluded from the city the traffic,,,,
The Fern Residency, Chandigarh,Chandigarh,India,4.1,3720,Daily housekeepingDiningDoctor On CallInternetPower backupRestaurant/Coffee Shop,wonderful stay,Best rooms in this range in the industrial area. Cordial staff,,,,
The Fern Residency, Chandigarh,Chandigarh,India,4.1,3720,Daily housekeepingDiningDoctor On CallInternetPower backupRestaurant/Coffee Shop,wonderful stay,Best rooms in this range in the industrial area. Cordial staff,,,,
BEST HOMESTAY,CENTRALLY LOCATED,CHANDIGARH,INDIA,Chandigarh,India,3.3,1088,Air ConditioningCCTV surveillanceFree InternetIndoor EntertainmentLaundry ServicePower backupRoom ServiceSpa,The property location was convenient. There was no staffs here only owner was there to look everything. The property has an odd check-in time and they charge extra for pillow cover and linen and the bed is too smelly.,Staff behavior,,
BEST HOMESTAY,CENTRALLY LOCATED,CHANDIGARH,INDIA,Chandigarh,India,3.3,957,Air ConditioningCCTV surveillanceFree InternetIndoor EntertainmentLaundry ServicePower backupRoom ServiceSpa,The property location was convenient. There was no staffs here only owner was there to look everything. The property has an odd check-in time and they charge extra for pillow cover and linen and the bed is too smelly.,Staff behavior,,
BEST HOMESTAY,CENTRALLY LOCATED,CHANDIGARH,INDIA,Chandigarh,India,3.3,1088,Air ConditioningCCTV surveillanceFree InternetIndoor EntertainmentLaundry ServicePower backupRoom ServiceSpa,The property location was convenient. There was no staffs here only owner was there to look everything. The property has an odd check-in time and they charge extra for pillow cover and linen and the bed is too smelly.,Staff behavior,,
The Lalit, Chandigarh,Chandigarh,India,4.5,6000,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-SpaIndoor Entertainment,Amazing experience.,Its a nice hotel. Rooms are spacious and clean. Got a room with the forest view. A bit secluded from the city the traffic,,,,
The Fern Residency, Chandigarh,Chandigarh,India,4.1,3720,Daily housekeepingDiningDoctor On CallInternetPower backupRestaurant/Coffee Shop,wonderful stay,Best rooms in this range in the industrial area. Cordial staff,,,,
Greentree Inn Wuhan Hankou Jiangtan Hotel,Wuhan,China,4,1689,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Royal Grace Hotel,Wuhan,China,4.5,6058,Banquet hallBusiness ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
Hilton Wuhan Optics Valley,Wuhan,China,5,4841,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor Activities, , ,,,,,
Marco Polo Wuhan,Wuhan,China,4.5,4239,Business ServicesFree InternetFront deskHealth-SpaLaundry ServiceSpaSwimming Pool, , ,,,,,
Ramada Plaza Wuhan Optics Valley,Wuhan,China,4.5,5460,Banquet hallBusiness ServicesConference RoomHealth-SpaLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Wuhan Oriental Jianguo Hotel,Wuhan,China,4,8043,Banquet hallBusiness ServicesFree InternetLaundry ServiceRestaurant/Coffee ShopSpa, , ,,,,,
Holiday Inn Riverside Wuhan,Wuhan,China,4.5,3728,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom Service, , ,,,,,
Hilton Wuhan Riverside,Wuhan,China,,4518,InternetSwimming Pool, , ,,,,,
Howard Johnson Pearl Plaza Wuhan,Wuhan,China,4.5,5581,Business ServicesFront deskRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Citadines Zhuankou Wuhan,Wuhan,China,,3786,Business ServicesFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopRoom ServiceSwimming PoolTravel Assistance, , ,,,,,
Greentree Inn Wuhan Hankou Jiangtan Hotel,Wuhan,China,4,1587,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Royal Grace Hotel,Wuhan,China,4.5,5239,Banquet hallBusiness ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
Hilton Wuhan Optics Valley,Wuhan,China,5,7304,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor Activities, , ,,,,,
Ramada Plaza Wuhan Optics Valley,Wuhan,China,4.5,6517,Banquet hallBusiness ServicesConference RoomHealth-SpaLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Wuhan Oriental Jianguo Hotel,Wuhan,China,4,7563,Banquet hallBusiness ServicesFree InternetLaundry ServiceRestaurant/Coffee ShopSpa, , ,,,,,
Holiday Inn Riverside Wuhan,Wuhan,China,4.5,3687,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom Service, , ,,,,,
Hilton Wuhan Riverside,Wuhan,China,,4849,InternetSwimming Pool, , ,,,,,
Howard Johnson Pearl Plaza Wuhan,Wuhan,China,4.5,5590,Business ServicesFront deskRestaurant/Coffee ShopTravel Assistance, , ,,,,,
The Westin Wuhan Wuchang,Wuhan,China,4.5,6466,Airport Transfer (on Demand)Business ServicesCCTV surveillanceHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Greentree Inn Wuhan Hankou Jiangtan Hotel,Wuhan,China,4,1587,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Wuhan Tianchimel Hotel,Wuhan,China,,3741,Air ConditioningBanquet hallBusiness ServicesCCTV surveillanceConference RoomHealth-SpaIndoor EntertainmentLaundry Service, , ,,,,,
Jinjiang Inn Wuhan Zhangzhidong Road,Wuhan,China,4,1684,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Ramada Encore Wuhan,Wuhan,China,3.5,7533,Free InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
City Comfort Inn Plaza Hotel Wuchang Railway Station,Wuhan,China,,2462,Free InternetFront deskLaundry ServiceParking FacilityRoom ServiceSpa, , ,,,,,
Wuhan Poyer Boutique Hotel,Wuhan,China,,3127,, , ,,,,,
Jinjiang Inn - Wuhan Jiangtan Pedestrian Street,Wuhan,China,,1684,Free Internet, , ,,,,,
Wuhan Loving Home Apartment,Wuhan,China,,2055,, , ,,,,,
Nice Meeting You Aparthotel,Wuhan,China,,5351,Business ServicesFree InternetFront deskSpa, , ,,,,,
JI Hotel Optical Valley Wuhan,Wuhan,China,,3039,Free InternetFront deskRestaurant/Coffee Shop, , ,,,,,
Ramada Plaza Wuhan Optics Valley,Wuhan,China,4.5,6517,Banquet hallBusiness ServicesConference RoomHealth-SpaLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Hilton Wuhan Riverside,Wuhan,China,5,4726,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpaSwimming Pool, , ,,,,,
Royal Suites & Tower,Wuhan,China,4.5,5943,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
New World Wuhan Hotel,Wuhan,China,5,6178,Air ConditioningAirport Transfer (on Demand)Banquet hallBusiness ServicesCCTV surveillanceConference RoomFree InternetHealth-Spa, , ,,,,,
Wuhan Jin Jiang International Hotel,Wuhan,China,4,4205,Airport Transfer (on Demand)Banquet hallBusiness ServicesCCTV surveillanceConference RoomHealth-SpaLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Wuhan You Yi International Hotel,Wuhan,China,,7166,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
Wuhan Ramada Plaza Tian Lu Hotel,Wuhan,China,,3758,Business ServicesFree InternetFront deskIndoor EntertainmentLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
Gallery F Hotel,Wuhan,China,,5993,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopRoom ServiceSwimming Pool, , ,,,,,
Royal Grace Hotel,Wuhan,China,4.5,5239,Banquet hallBusiness ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
Hilton Wuhan Optics Valley,Wuhan,China,5,7304,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor Activities, , ,,,,,
Wuhan Oriental Jianguo Hotel,Wuhan,China,4,7563,Banquet hallBusiness ServicesFree InternetLaundry ServiceRestaurant/Coffee ShopSpa, , ,,,,,
Holiday Inn Riverside Wuhan,Wuhan,China,4.5,3687,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom Service, , ,,,,,
Hilton Wuhan Riverside,Wuhan,China,,4849,InternetSwimming Pool, , ,,,,,
Howard Johnson Pearl Plaza Wuhan,Wuhan,China,4.5,5590,Business ServicesFront deskRestaurant/Coffee ShopTravel Assistance, , ,,,,,
The Westin Wuhan Wuchang,Wuhan,China,4.5,6466,Airport Transfer (on Demand)Business ServicesCCTV surveillanceHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
RENAISSANCE WUHAN HOTEL,Wuhan,China,4.5,3955,Airport Transfer (on Demand)Banquet hallCCTV surveillanceConference RoomHealth-SpaIndoor EntertainmentLaundry ServiceParking Facility, , ,,,,,
Hyatt Regency Wuhan Optics Valley,Wuhan,China,4.5,5905,Air ConditioningAirport Transfer (on Demand)Banquet hallCCTV surveillanceConference RoomHealth-SpaIndoor EntertainmentLaundry Service, , ,,,,,
Somerset Wusheng Wuhan,Wuhan,China,4.5,4741,Business ServicesConference RoomHealth-SpaLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Jinjiang Inn Wuhan Economic&Technological Development Zone,Wuhan,China,4,1952,Conference RoomLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Holiday Inn Express Wuhan Optical Valley,Wuhan,China,,3965,Business ServicesFree Internet, , ,,,,,
Jinjiang Inn Wuhan Liuduqiao,Wuhan,China,4,1684,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Jinjiang Inn Select Wuhan Chuhehan Street Shuiguo Lake,Wuhan,China,,2013,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
GreenTree Inn Wuhan Wuchang Railway Station East Square Business Hotel,Wuhan,China,3.5,924,Business ServicesIndoor EntertainmentParking FacilityRestaurant/Coffee ShopRoom Service, , ,,,,,
Jinjiang Inn (Wuhan Hanjiang Road Metro Station Grand Ocean),Wuhan,China,,2453,, , ,,,,,
7Days Inn Lingjiaohu Wanda Plaza - Wuhan,Wuhan,China,,1417,Free InternetFront deskParking Facility, , ,,,,,
7 Days Inn City Hall,Wuhan,China,,1536,Front deskParking Facility, , ,,,,,
7 Days Inn (Wuhan Youyi Road Light Rail Station),Wuhan,China,,1299,Air ConditioningCCTV surveillanceOutdoor Activities, , ,,,,,
Hanting Hotel (Wuhan Taibei Road),Wuhan,China,,1879,Air ConditioningRestaurant/Coffee Shop, , ,,,,,
Hilton Wuhan Riverside,Wuhan,China,,4849,InternetSwimming Pool, , ,,,,,
7Days Inn Wuhan Guanggu Zhong University Branch,Wuhan,China,,1299,Free InternetFront desk, , ,,,,,
Hanting Hotel (Wuhan Taibei Road),Wuhan,China,,1879,Air ConditioningRestaurant/Coffee Shop, , ,,,,,
Citadines Zhuankou Wuhan,Wuhan,China,,3786,Business ServicesFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopRoom ServiceSwimming PoolTravel Assistance, , ,,,,,
Holiday Inn Express Wuhan Optical Valley,Wuhan,China,,3965,Business ServicesFree Internet, , ,,,,,
Jinjiang Inn Wuhan Zhonghua Road Hubu Alley,Wuhan,China,,2438,Free Internet, , ,,,,,
Ramada Plaza Wuhan Optics Valley,Wuhan,China,4.5,6517,Banquet hallBusiness ServicesConference RoomHealth-SpaLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Wuhan Zhong Garden Hotel,Wuhan,China,,4275,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee ShopRoom ServiceTravel Assistance, , ,,,,,
Jinjiang Inn Select Wuhan Chuhehan Street Shuiguo Lake,Wuhan,China,,2013,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
Royal Grace Hotel,Wuhan,China,4.5,5239,Banquet hallBusiness ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
Hilton Wuhan Optics Valley,Wuhan,China,5,7304,Banquet hallBusiness ServicesConference RoomFree InternetHealth-SpaIndoor EntertainmentLaundry ServiceOutdoor Activities, , ,,,,,
Ramada Plaza Wuhan Optics Valley,Wuhan,China,4.5,6517,Banquet hallBusiness ServicesConference RoomHealth-SpaLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
The Westin Wuhan Wuchang,Wuhan,China,4.5,6466,Airport Transfer (on Demand)Business ServicesCCTV surveillanceHealth-SpaLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpa, , ,,,,,
RENAISSANCE WUHAN HOTEL,Wuhan,China,4.5,3955,Airport Transfer (on Demand)Banquet hallCCTV surveillanceConference RoomHealth-SpaIndoor EntertainmentLaundry ServiceParking Facility, , ,,,,,
Hilton Wuhan Riverside,Wuhan,China,5,4726,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopRoom ServiceSpaSwimming Pool, , ,,,,,
Hyatt Regency Wuhan Optics Valley,Wuhan,China,4.5,5905,Air ConditioningAirport Transfer (on Demand)Banquet hallCCTV surveillanceConference RoomHealth-SpaIndoor EntertainmentLaundry Service, , ,,,,,
Jinjiang Inn Wuhan Zhangzhidong Road,Wuhan,China,4,1684,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee Shop, , ,,,,,
Jinjiang Inn Select Wuhan Chuhehan Street Shuiguo Lake,Wuhan,China,,2013,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
City Comfort Inn Plaza Hotel Wuchang Railway Station,Wuhan,China,,2462,Free InternetFront deskLaundry ServiceParking FacilityRoom ServiceSpa, , ,,,,,
Holiday Inn Wuhan Riverside,Wuhan,China,4.5,3675,Air ConditioningBusiness ServicesFree InternetFront deskLaundry ServiceParking FacilityRoom ServiceSpa, , ,,,,,
Wuhan You Yi International Hotel,Wuhan,China,,7166,Business ServicesFree InternetFront deskLaundry ServiceParking FacilityRestaurant/Coffee Shop, , ,,,,,
Jiangchengzhixing Hankou Railway Station,Wuhan,China,,2097,Business ServicesFree InternetFront deskParking FacilityRestaurant/Coffee ShopSpaTravel Assistance, , ,,,,,
Royal Grace Hotel,Wuhan,China,4.5,5239,Banquet hallBusiness ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopSpaSwimming Pool, , ,,,,,
GreenTree Inn Wuhan Wuchang Railway Station East Square Business Hotel,Wuhan,China,3.5,924,Business ServicesIndoor EntertainmentParking FacilityRestaurant/Coffee ShopRoom Service, , ,,,,,
Holiday Inn Express Wuhan Optical Valley,Wuhan,China,,3965,Business ServicesFree Internet, , ,,,,,
Hyatt Regency Wuhan Optics Valley,Wuhan,China,4.5,5905,Air ConditioningAirport Transfer (on Demand)Banquet hallCCTV surveillanceConference RoomHealth-SpaIndoor EntertainmentLaundry Service, , ,,,,,
Ramada by Wyndham Wuhan North,Wuhan,China,,2538,, , ,,,,,
Metropolo Wuhan Economic Development Wanda Hotel,Wuhan,China,,2895,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopSpa, , ,,,,,
Somerset Wusheng Wuhan,Wuhan,China,4.5,4741,Business ServicesConference RoomHealth-SpaLaundry ServiceRestaurant/Coffee ShopTravel Assistance, , ,,,,,
Metropolo Wuhan Economic Development Wanda Hotel,Wuhan,China,,2895,Business ServicesFree InternetFront deskLaundry ServiceRestaurant/Coffee ShopSpa, , ,,,,,
Jinjiang Inn (Wuhan Hanjiang Road Metro Station Grand Ocean),Wuhan,China,,2453,, , ,,,,,
7Days Inn Lingjiaohu Wanda Plaza - Wuhan,Wuhan,China,,1417,Free InternetFront deskParking Facility, , ,,,,,
7 Days Inn (Wuhan Youyi Road Light Rail Station),Wuhan,China,,1299,Air ConditioningCCTV surveillanceOutdoor Activities, , ,,,,,
